greenhouse_id,crop_type,variety,planting_date,harvest_date,days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,soil_pH,yield_kg_per_m2
5,Lettuce,Butterhead,25-10-23,28-11-23,34,15.9,13.5,19.1,69.4,807,26334,10,7.6,119,33,129,0.2,6.3,4.94
4,Cucumber,Slicing,17-03-23,08-05-23,52,24.6,23.1,26,83.6,891,37963,11.7,5.6,121,77,161,0.6,6.7,12.14
1,Cucumber,Slicing,17-11-23,16-01-24,60,25.1,23.5,27.1,68.7,607,24091,10,7.3,116,74,130,3.4,6.9,13.94
2,Cucumber,Slicing,13-01-23,10-03-23,56,26.9,24.4,29.6,87.8,627,14269,10,5.4,147,73,143,2,6.3,13.7
3,Cucumber,English,09-12-23,17-02-24,70,23.8,22.5,24.9,78.7,765,25963,10,8.3,175,81,138,0.8,6.5,9.53
2,Tomato,Beefsteak,15-01-23,24-03-23,68,24.3,22.7,25.4,78.2,779,21335,10,9.3,215,89,246,1.3,6.1,13.9
3,Tomato,Roma,14-05-23,22-07-23,69,27.9,26.5,29.7,72.5,803,33788,15.2,4.1,236,61,168,1.3,5.7,23.1
2,Pepper,Habanero,17-01-23,02-04-23,75,30.8,29.4,32.4,65.4,667,15691,10,5.8,139,61,193,0.1,6.3,7.64
1,Lettuce,Romaine,02-05-23,07-06-23,36,18.9,17.2,20.4,57.5,693,40665,14.6,6.6,148,65,96,0,8,7.09
5,Lettuce,Leaf,06-07-23,15-08-23,40,17.3,15.4,19.7,79.1,694,46517,15.9,5.2,146,55,105,0.2,6.1,8.66
3,Tomato,Roma,01-05-23,10-07-23,70,23.8,22.2,25.6,68.5,677,34411,14.6,8.4,182,68,221,2.9,6.8,13.73
1,Lettuce,Romaine,09-05-23,27-06-23,49,16.5,14.2,17.6,72.3,817,40649,15,3,98,62,84,0.8,7,7.54
1,Tomato,Beefsteak,05-06-23,27-08-23,83,23.2,19.6,26.7,87.6,554,39939,15.9,5.6,212,75,152,1.6,6.2,24.67
1,Lettuce,Butterhead,29-05-23,28-06-23,30,19.1,17.8,20.7,66.2,681,25608,15.7,7,85,57,140,1,,3.87
4,Cucumber,Pickling,18-02-23,15-04-23,56,23.9,21.3,25.9,75.8,641,19832,10,8,135,68,170,0.8,6.7,11.8
5,Tomato,Cherry,31-03-23,09-06-23,70,27.3,25,28.5,78,792,30973,12.7,9.8,232,79,240,0,6.7,15.1
4,Tomato,Heirloom,07-02-23,18-04-23,70,23.9,22.3,25.9,71.1,793,21856,10,8.7,193,102,171,1.4,6.4,13.47
5,Cucumber,Slicing,26-12-23,03-03-24,68,24.1,23,26.7,73.5,1089,24511,10,8.9,,,,2.3,6.1,10.82
3,Lettuce,Iceberg,17-10-23,26-11-23,40,21.8,19.3,24.3,65.5,704,27194,10.2,10.2,93,57,119,1.7,6.4,4.87
2,Cucumber,English,25-11-23,01-02-24,68,21.2,20,22.6,64.2,898,17584,10,7,113,80,126,0,6,15.3
2,Tomato,Heirloom,03-01-23,26-03-23,82,26.4,25.2,27.6,86.2,741,17268,10,6.4,188,101,189,1.5,6.6,19.26
1,Lettuce,Butterhead,01-10-23,18-11-23,48,17.5,14.9,19.5,68.5,763,30463,11.2,6.1,128,44,102,2.7,6.3,4.76
2,Lettuce,Romaine,01-10-23,07-11-23,37,17.9,16.5,19.3,68.5,854,33040,11.2,5.7,102,68,104,0,7,9.84
2,Cucumber,English,30-10-23,05-01-24,67,24,21.9,27.4,76.8,912,17501,10,4.4,191,88,179,3,6.1,12.33
3,Tomato,Roma,07-06-23,21-08-23,75,,,,,,,15.9,7.1,192,119,181,1.3,7.3,18.59
4,Cucumber,Slicing,30-07-23,23-09-23,55,23.4,21.8,24.9,75.6,830,43379,15.1,8.1,173,78,151,1.2,6.1,12
1,Tomato,Beefsteak,03-08-23,25-10-23,83,27.3,25.6,29.2,79.3,824,33101,14.9,11.4,176,58,167,,5.9,13.47
1,Cucumber,Pickling,04-05-23,01-07-23,58,23.1,21.7,25.6,68.6,733,29682,14.7,5.1,136,84,181,0,6.2,15.77
2,Pepper,Bell,29-06-23,03-10-23,96,24.1,21.9,25.2,63.5,866,44754,16,5.2,134,47,188,2.4,6.8,9.64
1,Cucumber,Slicing,14-06-23,07-08-23,54,24.3,21.7,26.5,67.9,1033,33255,16,10.2,185,70,154,1.8,,7.83
3,Cucumber,English,15-07-23,22-09-23,69,27.5,26.4,28.5,87.6,807,38024,15.6,8.2,,,,0.2,5.6,8.14
5,Cucumber,Pickling,20-02-23,29-04-23,68,18.4,14.6,19.6,83.2,921,27097,10.1,5.8,196,51,195,0.9,6.6,13.78
4,Lettuce,Leaf,01-12-23,07-01-24,37,16.4,14.4,17.9,61.8,949,23420,10,2.3,104,47,80,1.1,7,3.3
5,Lettuce,Romaine,05-11-23,08-12-23,33,18.3,16.3,20.2,66.6,823,24459,10,6,150,48,98,2,6,9.69
2,Lettuce,Iceberg,02-03-23,19-04-23,48,17.3,16.1,19.6,80.3,1020,29046,10.7,5.1,130,53,131,2.2,6.6,9.28
3,Tomato,Heirloom,21-11-23,18-02-24,89,22.2,20.7,24.4,76,792,22854,10,3.7,206,86,165,1.7,6.2,19.2
3,Tomato,Cherry,22-10-23,25-12-23,64,24.7,23,27.8,76.8,689,27628,10,7.2,162,97,170,5.5,6.2,12.94
1,Tomato,Cherry,10-02-23,06-05-23,85,25.6,22.8,26.7,69.6,827,24075,10,9.2,228,89,241,0,6.9,15.07
4,Cucumber,Slicing,10-04-23,10-06-23,61,22.9,21.1,24,86.8,600,28369,13.4,5.8,168,63,188,0.4,5.9,13.47
4,Tomato,Heirloom,17-11-23,29-01-24,73,23.3,21.8,24.4,84.5,919,27189,10,5.3,245,52,232,0.4,6.6,25.38
3,Cucumber,English,15-08-23,10-10-23,56,24.6,22.2,25.9,92.8,988,40851,14.3,7,157,47,174,1,5.8,13.58
1,Lettuce,Iceberg,25-08-23,06-10-23,42,16.4,15.4,18.3,78.4,743,34058,13.6,3.5,131,37,122,2.4,6.4,10.62
5,Tomato,Beefsteak,21-02-23,24-04-23,62,29.4,28.4,30.9,69.3,797,30207,10.1,9.2,159,80,223,1,7.4,8.32
3,Cucumber,Slicing,10-11-23,14-01-24,65,27,26,29.1,85.6,759,34042,10,6.7,169,48,160,2.1,6.3,11.76
1,Tomato,Roma,06-02-23,20-04-23,73,26.6,24.6,28.9,72.2,927,30107,10,11.8,200,108,209,1.2,6.7,12.64
3,Tomato,Heirloom,21-09-23,29-11-23,69,23.3,22.2,24.5,75.8,836,21358,11.9,6.5,225,52,158,3.7,6.4,16.54
4,Tomato,Cherry,14-12-23,01-03-24,78,22.8,21.5,24.1,67.8,773,17966,10,9.4,156,68,176,2.2,6.4,12.7
1,Pepper,Jalapeno,03-03-23,05-06-23,94,23.4,21.6,25,82.2,1054,29568,10.8,8.3,,,,2,7,4.82
3,Tomato,Roma,10-08-23,04-11-23,86,23.4,21.1,25.4,74.8,833,43357,14.6,6.3,176,78,150,0,6.5,20.5
1,Cucumber,Slicing,14-11-23,23-01-24,70,25.1,23,27.6,76.2,600,21837,10,5.4,103,55,175,4.1,6.7,9.78
2,Pepper,Bell,30-07-23,21-10-23,83,24.8,23.7,25.8,69.7,849,29559,15.1,9.4,172,64,171,2.1,7.4,8.19
4,Tomato,Heirloom,13-01-23,06-04-23,83,22.7,19.5,26,67.7,1019,16443,10,7.5,198,93,237,1.4,7.2,17.78
3,Lettuce,Iceberg,02-12-23,11-01-24,40,18,16.3,19.5,72.2,666,19830,10,4.3,89,44,118,0.6,6.1,7.06
1,Tomato,Heirloom,13-05-23,08-08-23,87,24.3,22.7,26.9,80.8,904,36520,15.2,6.1,171,76,195,1.2,6.2,18.19
5,Tomato,Cherry,21-11-23,15-02-24,86,26.9,25.8,28.9,83,753,19387,10,8.1,,,,1.7,6.4,16.35
3,Lettuce,Butterhead,09-02-23,18-03-23,37,20,18.9,21.7,75.7,878,27436,10,6.6,129,51,146,0.5,5.5,7.37
4,Cucumber,English,08-12-23,27-01-24,50,23.5,20.8,25.5,74,796,15501,10,4.7,156,64,181,1.6,7.3,11.95
2,Tomato,Beefsteak,19-11-23,30-01-24,72,24.8,23.6,25.9,85.7,930,26305,10,8.7,,,,3.7,6.9,16.72
2,Lettuce,Romaine,20-08-23,30-09-23,41,18.2,17.1,20,67.6,786,42715,14,3.2,114,50,82,3.5,6.3,7.48
4,Pepper,Jalapeno,23-01-23,06-04-23,73,22.9,20.8,24.3,80.9,1006,15878,10,9.3,180,59,130,3,7.1,7.89
2,Lettuce,Iceberg,19-11-23,07-01-24,49,18.1,16.3,19.3,53.6,877,22235,10,7.2,123,55,125,0,6.4,6.59
4,Tomato,Heirloom,12-08-23,03-11-23,83,24,22.5,25.5,80.8,795,38224,14.5,8,,,,0,6.3,19.35
3,Lettuce,Leaf,21-04-23,30-05-23,39,21.1,17.8,23.4,78.1,608,33480,14,6.2,132,32,148,0,6.7,6.3
5,Cucumber,Slicing,29-12-23,01-03-24,63,24.4,22.2,26,66.2,946,14258,10,6.2,199,57,129,1.9,6.1,10.6
5,Tomato,Heirloom,05-08-23,07-10-23,63,26.4,24.9,27.5,74.8,507,40723,14.8,6,,,,4.6,6,19.92
3,Cucumber,Slicing,06-06-23,02-08-23,57,25.6,24.1,27.3,84.1,1096,33319,15.9,10.4,151,72,175,1.9,6.5,7.79
5,Cucumber,English,17-10-23,18-12-23,62,23.9,22.9,25.5,80.9,915,27942,10.2,9.6,139,73,182,0.2,6.4,9.32
5,Cucumber,Slicing,30-05-23,08-08-23,70,22.2,19.3,23.5,76.1,972,36548,15.7,4.4,112,78,176,1.1,6.1,14.97
4,Tomato,Beefsteak,25-03-23,10-06-23,77,24.8,20.9,27.4,78.3,654,29525,12.3,9.5,224,71,190,2.5,6.8,13.54
3,Pepper,Jalapeno,12-10-23,05-01-24,85,22.6,21.1,25,63.2,583,26783,10.5,4.9,146,73,199,1.3,6.5,15.12
3,Lettuce,Leaf,14-04-23,14-05-23,30,20.6,18.5,21.8,72.8,897,18317,13.6,5.2,88,39,81,0,6.8,8.13
3,Cucumber,Slicing,08-10-23,17-12-23,70,26.7,25.4,28.4,76.9,632,22413,10.7,10.4,175,58,188,1.5,6.9,8.18
3,Tomato,Heirloom,08-09-23,15-11-23,68,28.2,27.2,30.3,68.5,796,36576,12.8,6.7,164,102,233,1.6,7.1,18.75
3,Tomato,Roma,10-01-23,31-03-23,80,24.2,21.9,27.3,62.8,920,18328,10,6.7,222,105,166,1.4,7.3,18.46
2,Lettuce,Iceberg,01-11-23,06-12-23,35,18.6,17.1,20,66.2,833,21509,10,7.2,88,64,90,2.4,6.2,4.07
1,Tomato,Beefsteak,26-12-23,23-03-24,88,26.2,23.7,28.8,82.9,881,12623,10,7.8,218,103,165,1.7,6.1,14.24
2,Cucumber,English,04-03-23,06-05-23,63,21.4,19.2,23.2,61.9,694,31578,10.8,6.5,103,71,195,1,6.6,10.05
1,Pepper,Habanero,05-08-23,03-11-23,90,25.7,24.4,27.7,54.8,632,46154,14.8,8.9,152,65,200,4.2,6.5,8.68
3,Tomato,Cherry,08-08-23,18-10-23,71,24.1,22.6,25.6,86.6,958,36996,14.7,5.8,192,67,212,0.5,5.8,26.81
1,Lettuce,Romaine,08-09-23,22-10-23,44,17.4,15.8,20.4,70.5,793,31841,12.8,3.4,,,,3,6.6,6.24
5,Tomato,Beefsteak,11-03-23,09-06-23,90,23.5,20.8,25,83.8,757,23694,11.3,5.4,244,88,177,3.4,6.3,19.61
3,Tomato,Cherry,20-03-23,22-05-23,63,26.6,25.3,29,80.9,412,28249,11.9,10.1,229,106,225,1.4,7,16.82
3,Cucumber,English,24-02-23,29-04-23,64,23.6,21.6,26.8,79.7,560,26535,10.3,9.2,162,66,139,0.8,6.4,9.76
5,Tomato,Beefsteak,18-05-23,26-07-23,69,25.5,24.2,26.9,88.3,809,45221,15.4,7.3,208,67,248,2.9,6.4,16.55
1,Pepper,Jalapeno,16-01-23,15-04-23,89,,,,,,,10,5.8,192,79,192,4.5,6.4,9.41
1,Tomato,Heirloom,25-12-23,11-03-24,77,26.7,24.4,29.1,69.6,964,23219,10,11.1,166,89,222,2.4,6.1,11.42
4,Tomato,Heirloom,06-11-23,30-01-24,85,26.2,24.9,28.4,74.2,884,23146,10,8,,,,1.4,5.1,14.04
2,Tomato,Beefsteak,18-11-23,15-02-24,89,27.8,25.9,29,84.3,861,19029,10,7.4,197,56,166,3,5.5,11.52
1,Lettuce,Iceberg,16-07-23,29-08-23,44,17.2,15.6,18.4,65,823,37483,15.6,5.4,88,69,87,0,6,9.81
4,Lettuce,Romaine,10-04-23,23-05-23,43,19,17.5,20.5,61.7,848,30396,13.4,5.4,96,59,120,0,6.6,7.01
5,Tomato,Cherry,11-03-23,09-06-23,90,24.1,21.8,25.4,60.1,929,38142,11.3,8.5,223,114,216,2.4,6.2,19.32
4,Pepper,Habanero,29-08-23,13-11-23,76,23.9,22.5,25.9,78.4,851,36803,13.4,8.4,143,42,139,0.2,5.9,11.09
2,Tomato,Beefsteak,25-05-23,05-08-23,72,25,23.8,26.3,71.7,737,38349,15.6,5.4,234,64,223,,7.5,23.03
4,Tomato,Cherry,24-12-23,10-03-24,77,27.7,25.4,30.4,68.1,769,14643,10,5.4,232,82,230,0.8,6.4,22.53
1,Cucumber,Slicing,06-07-23,08-09-23,64,24.9,23.4,27.9,89.8,782,44932,15.9,7.1,130,53,174,4.3,6.2,9.75
5,Cucumber,Slicing,11-03-23,14-05-23,64,26.6,24.2,29.3,69.6,696,30664,11.3,6,192,75,137,0.2,6.4,15.99
2,Lettuce,Butterhead,05-12-23,11-01-24,37,20.5,18.7,22.5,63.6,710,14233,10,6.6,82,38,109,0.6,6.3,8.75
5,Tomato,Beefsteak,23-03-23,16-06-23,85,23.9,22.5,25,88.8,633,29994,12.1,3.8,183,113,202,0.8,6.4,16.79
2,Tomato,Beefsteak,18-10-23,10-01-24,84,22,20.9,24.8,67.9,491,28541,10.1,4.5,222,112,231,2.7,6.7,18.15
2,Tomato,Beefsteak,12-04-23,02-07-23,81,26.9,25.6,28.5,73.6,674,24112,13.5,8.9,199,111,210,2,6.6,14.11
4,Lettuce,Butterhead,01-05-23,08-06-23,38,22.1,20.2,24.7,83.9,832,35335,14.6,7.6,120,43,127,0.5,6.3,5.48
5,Tomato,Roma,10-11-23,02-02-24,84,22.2,21,23.3,73.6,924,30330,10,10.8,248,89,162,1.5,6,12.67
3,Tomato,Cherry,19-07-23,30-09-23,73,26.2,25,27.8,75,824,36865,15.5,9.3,191,104,183,1.1,6.6,14.08
3,Tomato,Heirloom,14-03-23,08-06-23,86,25.7,24,27.4,73,512,33427,11.5,6.8,168,111,210,1.6,7.3,20.76
1,Pepper,Jalapeno,13-03-23,14-06-23,93,24.8,23.5,26.5,67.4,788,17824,11.5,5.8,,,,0.2,7.6,11.19
5,Cucumber,Slicing,14-06-23,17-08-23,64,24.4,22.9,27.5,97.5,995,45305,16,7,,,,3.2,7,15.19
3,Cucumber,Pickling,04-04-23,26-05-23,52,24.5,22.7,26,75.8,732,31847,13,9.8,163,87,180,0,5.7,7.79
5,Tomato,Roma,24-12-23,20-03-24,87,22.6,20.7,23.9,78.3,880,21634,10,4.9,170,70,246,4.8,7,15.66
1,Lettuce,Iceberg,26-09-23,15-11-23,50,22.9,20.8,25.2,72.8,744,28589,11.6,5.7,116,66,124,3.2,5.8,8.95
4,Cucumber,Slicing,09-04-23,03-06-23,55,22.2,21,23.6,89.8,930,23128,13.3,8.5,195,42,125,0,6.2,11.18
1,Tomato,Beefsteak,06-04-23,12-06-23,67,25.2,23.9,26.9,77.2,560,34959,13.1,8.1,206,114,172,3.4,6.2,17.82
3,Tomato,Heirloom,25-12-23,04-03-24,70,22.9,19.1,26.4,83.1,974,25051,10,7.5,216,56,200,0.9,6.4,14.72
2,Cucumber,English,05-07-23,30-08-23,56,23.6,22.3,26.5,70.8,1200,40943,15.9,4.4,163,83,160,1.8,6.5,15.74
5,Cucumber,English,06-03-23,11-05-23,66,25.2,23.7,26.9,71.5,851,26776,11,9.4,,,,0,6.5,5.74
4,Pepper,Habanero,20-10-23,29-12-23,70,25.6,23.9,27.1,49.8,800,28708,10,8.4,192,70,159,1.9,6.6,7.84
1,Lettuce,Iceberg,30-10-23,10-12-23,41,15.8,14,17.4,82.6,892,21765,10,6.1,,,,1.4,6,6.46
2,Lettuce,Leaf,25-09-23,10-11-23,46,18.6,17.6,21,59.9,716,35786,11.6,7.4,146,34,136,2.7,6.7,3.07
4,Lettuce,Leaf,28-11-23,28-12-23,30,20,17.2,21.4,75.9,591,17738,10,4.4,99,32,96,0,6.4,1.48
2,Tomato,Beefsteak,22-12-23,03-03-24,72,22.4,19.9,24.8,90.2,931,29341,10,4.2,227,74,219,3.9,5.8,20.06
5,Pepper,Jalapeno,28-06-23,14-09-23,78,26.1,24.6,27.8,75.5,897,42911,16,11.5,174,58,137,3.8,6.3,6.53
5,Tomato,Beefsteak,10-03-23,21-05-23,72,22.2,20.6,23.9,72.2,634,30872,11.2,6.3,203,78,237,2.6,6.8,19.64
1,Tomato,Roma,07-06-23,17-08-23,71,24.9,23.4,26.6,72.1,868,27537,15.9,7.2,202,58,163,2.2,6.6,17.58
1,Lettuce,Butterhead,11-03-23,27-04-23,47,16.2,14.5,17.5,67.5,937,36268,11.3,5.6,116,41,145,5,6.3,8.19
1,Lettuce,Butterhead,09-12-23,09-01-24,31,17.5,14.3,20.1,63.9,767,14012,10,7.3,80,44,149,3.7,6.4,9.52
3,Cucumber,English,03-12-23,09-02-24,68,23.9,22.2,26.3,93.8,961,22548,10,5.2,196,44,147,3,6.9,12.86
5,Cucumber,Slicing,04-04-23,26-05-23,52,27.3,25.3,29.3,77.2,731,39458,13,4.7,180,50,192,4,6.3,15.87
5,Cucumber,English,13-05-23,15-07-23,63,27.7,26.6,29.5,81.5,845,41265,15.2,8.7,193,53,177,5.1,7,9.37
3,Cucumber,Slicing,08-12-23,05-02-24,59,22.8,20.2,25.9,72.8,885,15273,10,5.9,,,,4.6,6.2,10.03
5,Tomato,Beefsteak,22-09-23,17-12-23,86,25.8,22.3,29.1,90.1,813,20786,11.8,11.5,242,71,204,2.2,5.8,9.77
3,Tomato,Roma,25-12-23,28-02-24,65,22.8,19.1,23.9,73.9,733,21284,10,8.3,194,61,168,0.5,6.8,12.83
1,Lettuce,Romaine,03-10-23,20-11-23,48,15.4,12.4,18.7,66.5,608,24685,11.1,3.3,139,64,146,0,6.4,7.11
2,Tomato,Heirloom,01-03-23,27-05-23,87,26.8,24.5,29.8,79.6,787,37556,10.6,7.9,235,94,188,1.7,6.3,16.54
2,Cucumber,Slicing,13-03-23,12-05-23,60,22.7,21.7,24.9,79.4,872,21151,11.5,7.2,181,68,128,3.5,7.6,12.41
2,Cucumber,Pickling,14-03-23,08-05-23,55,,,,,,,11.5,6.2,197,90,145,2.1,6,14.04
3,Cucumber,Slicing,21-11-23,25-01-24,65,21.4,19.8,22.9,80,885,21103,10,4.3,,,,2.4,5.9,14.82
3,Tomato,Heirloom,27-10-23,17-01-24,82,22.5,20,25.7,65.5,757,18672,10,4.7,169,69,214,1.7,7,19.42
3,Tomato,Cherry,06-04-23,10-06-23,65,25.9,24.2,28.7,76.8,933,32646,13.1,7.8,209,66,150,0.6,6.8,18.42
5,Lettuce,Leaf,01-10-23,14-11-23,44,16.7,15.5,17.9,55.9,993,28825,11.2,6.1,91,63,123,0.8,6.7,8.44
4,Tomato,Beefsteak,09-11-23,02-02-24,85,24.9,23.2,26.9,78.7,996,16779,10,3.9,242,108,199,0.9,6.8,20.59
1,Lettuce,Leaf,23-10-23,24-11-23,32,18.3,16.3,19.3,53.8,609,27450,10,3.7,131,34,135,2.9,7.2,7.37
1,Pepper,Jalapeno,08-01-23,23-03-23,74,25.6,24.5,27.9,66.4,555,22273,10,5.9,166,72,135,0.1,6.6,9.7
3,Cucumber,Pickling,15-01-23,19-03-23,63,22.8,21.7,24.6,83.3,886,22314,10,8.4,183,49,150,2.7,6.2,5.1
1,Cucumber,Slicing,03-05-23,28-06-23,56,23.3,22.1,24.6,77,707,31229,14.7,10.4,155,98,162,1.4,6.8,11.69
2,Tomato,Cherry,12-11-23,02-02-24,82,,,,,,,10,3.9,187,109,214,4.4,6.9,15.88
5,Cucumber,Slicing,31-10-23,09-01-24,70,22.1,20.2,23.8,79.7,542,21226,10,6.5,146,91,141,4.4,6.6,11.98
4,Pepper,Bell,10-11-23,06-02-24,88,25.5,24,26.5,71.7,1097,29644,10,7.5,145,58,136,3.2,6.2,8.05
5,Tomato,Heirloom,13-05-23,08-08-23,87,27.2,25.7,28.7,68.5,636,42985,15.2,9.8,178,54,162,,6.1,13.87
2,Lettuce,Butterhead,27-08-23,15-10-23,49,19.2,17.7,20.5,60.9,611,38055,13.6,7.7,,,,1.3,6.8,9.62
4,Tomato,Beefsteak,22-11-23,19-02-24,89,24.1,22.1,25.3,82.4,914,19967,10,8,196,119,195,4.3,5.6,10.6
3,Tomato,Beefsteak,08-08-23,15-10-23,68,23.2,20.2,24.6,67.2,746,32929,14.7,8,240,118,172,2.7,6.9,15.64
1,Lettuce,Iceberg,24-12-23,28-01-24,35,18.2,16.7,20.1,70.2,753,19954,10,5.8,148,55,91,0,5.5,9.74
2,Pepper,Bell,30-08-23,03-12-23,95,21.8,20.8,23.7,82,623,40196,13.4,7.5,,,,3.5,5.8,7.11
1,Lettuce,Iceberg,20-02-23,04-04-23,43,20.2,19.1,21.5,71.8,737,29004,10.1,5.1,110,43,129,0.9,6.2,9.06
4,Pepper,Jalapeno,13-01-23,17-04-23,94,28.1,26.8,30,65.7,631,24818,10,9.3,131,47,128,4.3,6.4,6.07
2,Cucumber,Pickling,04-08-23,01-10-23,58,23.5,21.5,25.6,79,682,31904,14.9,9.2,185,90,165,4.2,6.9,9.98
4,Lettuce,Iceberg,04-10-23,06-11-23,33,19.1,15.6,21.1,63.9,700,33586,11,7.2,133,60,87,4.5,7.2,6.47
2,Tomato,Beefsteak,31-10-23,25-01-24,86,,,,,,,10,7.2,203,88,222,2.3,6.3,15.76
3,Lettuce,Romaine,27-04-23,01-06-23,35,20.3,19.2,23,77,844,42494,14.4,7.2,117,64,130,4.4,6.5,4.94
4,Cucumber,English,29-09-23,21-11-23,53,24.3,22.3,25.5,83.3,545,27331,11.3,4.8,179,86,146,1.1,6.6,15.34
1,Cucumber,English,11-12-23,12-02-24,63,23.7,22.4,25.5,79.5,767,8644,10,8.2,114,69,153,2,6.1,8.37
3,Cucumber,Slicing,14-11-23,20-01-24,67,27.6,26.6,29.1,85.6,1008,28384,10,8.7,,,,0.3,6.7,9.3
2,Tomato,Roma,30-03-23,08-06-23,70,26.7,24.8,28.9,78,753,34072,12.6,6.4,167,52,232,2.6,5.9,17.73
4,Tomato,Cherry,29-10-23,03-01-24,66,25.1,23.5,26.2,68.3,927,19713,10,7.9,190,88,162,5,6.7,12.12
5,Tomato,Beefsteak,04-08-23,22-10-23,79,23.5,21.8,25,65.3,766,34350,14.9,7.3,199,88,152,0.7,6.1,15.83
3,Lettuce,Iceberg,26-06-23,31-07-23,35,16.3,14,18.1,78.3,974,33930,16,3.8,105,40,82,0,6,3.23
2,Cucumber,Pickling,09-07-23,09-09-23,62,26.2,24.8,28.2,69,729,42031,15.8,3.9,152,81,146,2.8,6.3,13.32
1,Cucumber,Slicing,21-02-23,13-04-23,51,25.4,22.3,28.1,83.1,788,17448,10.1,8.7,139,65,140,1.9,6.9,8.17
4,Pepper,Habanero,16-08-23,26-10-23,71,22.8,21.3,23.9,75,900,31441,14.2,9.3,147,45,189,1.6,6.5,4.31
1,Lettuce,Leaf,16-09-23,25-10-23,39,17,15.1,19,71.2,1007,30761,12.2,5.1,147,62,121,1.5,6.4,10.41
2,Tomato,Roma,27-07-23,27-09-23,62,23.9,21.3,25.4,84.1,797,42296,15.2,3.8,156,53,235,3.2,6.2,17.16
4,Tomato,Cherry,01-04-23,25-06-23,85,23.1,20.5,25,71.7,870,28505,12.8,7.2,240,82,182,1.6,6.6,14.93
3,Lettuce,Leaf,01-09-23,15-10-23,44,19.9,18.2,21.1,62.7,943,36260,13.3,6.7,149,61,87,2.2,5.2,5.56
3,Tomato,Roma,27-08-23,06-11-23,71,27.1,25.3,29.1,72.7,704,24254,13.6,10.2,225,87,204,1.3,6.1,11.07
1,Pepper,Bell,21-01-23,07-04-23,76,28.5,26.6,29.6,69.2,775,13978,10,11.2,168,78,155,0,6.1,4.34
5,Lettuce,Leaf,25-05-23,28-06-23,34,19.7,16.9,21.9,68.8,884,38593,15.6,8,107,39,117,1.6,6.5,4.72
3,Lettuce,Leaf,23-02-23,26-03-23,31,18.8,16.7,20.7,66,852,32524,10.3,6.6,145,36,120,2.3,6.6,10.72
3,Pepper,Bell,03-12-23,16-02-24,75,28.4,26.7,29.5,78.6,756,24620,10,7.1,181,74,165,3.1,6.2,9.96
3,Tomato,Beefsteak,20-10-23,25-12-23,66,23.4,22.2,25.5,85.2,759,26439,10,9.6,217,80,188,2.6,6.4,12.49
5,Tomato,Beefsteak,12-01-23,14-03-23,61,26.1,24.4,28,66.3,1033,23574,10,6,182,75,181,0,7.1,18.18
4,Pepper,Jalapeno,05-06-23,18-08-23,74,26.8,25.4,28.2,78.5,1097,33737,15.9,9.9,187,69,126,1.4,7.4,7.6
1,Lettuce,Leaf,29-07-23,08-09-23,41,15,12.2,17.1,62.3,783,36657,15.1,3.3,121,63,87,0,6,5.1
3,Tomato,Roma,16-01-23,22-03-23,65,26.2,24.8,29,85.2,692,24498,10,5.8,210,109,181,,6.4,16.1
3,Pepper,Bell,12-06-23,16-09-23,96,28.7,27.7,30.8,72.8,688,35375,16,8.7,195,86,136,1.4,6.6,8.36
3,Cucumber,English,24-12-23,29-02-24,67,21.7,19.5,24.4,82.3,861,16121,10,8,131,79,141,2.3,6.1,9.25
3,Lettuce,Iceberg,30-11-23,19-01-24,50,16.6,14.9,18.4,71,783,26150,10,5.1,138,59,147,1,6.8,10.08
5,Tomato,Cherry,19-11-23,18-01-24,60,,,,,,,10,8.7,228,56,158,1.3,6.5,13.19
3,Cucumber,Slicing,29-04-23,27-06-23,59,23.5,22,25.5,85.3,855,35283,14.5,6.3,151,52,147,0,6.5,18.31
4,Lettuce,Leaf,29-07-23,07-09-23,40,18,15.7,20.3,61.9,627,27839,15.1,7.3,123,46,98,0.5,5.8,4.06
3,Tomato,Heirloom,15-10-23,24-12-23,70,26.4,24.8,27.9,83.8,785,23174,10.3,6.4,161,91,182,1.3,5.5,13.96
1,Tomato,Beefsteak,05-06-23,16-08-23,72,28.7,27.5,30.1,75.9,958,36928,15.9,7.2,177,118,234,0.2,5.8,18.57
4,Lettuce,Butterhead,06-07-23,10-08-23,35,18.5,16.4,20.2,73,821,29406,15.9,4.4,90,37,134,0.8,5.6,7.73
5,Cucumber,English,10-11-23,15-01-24,66,24.5,22.4,26.3,76.4,721,17927,10,5.1,140,44,135,0.7,6.5,14.39
1,Cucumber,English,13-04-23,12-06-23,60,25.3,23.4,26.9,91,768,35429,13.5,6.2,107,42,167,0.2,6.6,15.42
4,Tomato,Cherry,08-09-23,02-12-23,85,24.2,22.7,25.9,70.1,1076,25484,12.8,7.9,204,112,237,2.1,7.3,14.69
5,Tomato,Heirloom,11-10-23,29-12-23,79,20.9,19,22.3,69.4,540,32933,10.6,5.6,191,88,237,0,7.1,20.92
2,Lettuce,Leaf,09-06-23,11-07-23,32,22.7,21.8,24.9,78.9,863,40513,16,5.2,,,,0.1,6.5,6.06
